(409,245)
(579,244)
(407,248)
(573,364)
(655,308)
(570,248)
(580,368)
(400,243)
(399,243)
(622,216)
(356,213)
(579,244)
(579,244)
(665,427)
(323,428)
(578,249)
(579,244)
(584,382)
(571,364)
(576,370)
(614,213)
(407,244)
(407,248)
(578,249)
(657,183)
(357,218)
(398,248)
(622,216)
(486,181)
(622,216)
(407,248)
(407,248)
(614,213)
(407,248)
(357,394)
(312,187)
(312,187)
(483,123)
(781,213)
(656,305)
(656,428)
(323,428)
(407,248)
(355,217)
(407,248)
(585,239)
(579,248)
(578,249)
(611,216)
(611,216)
(664,426)
(650,281)
(322,427)
(364,216)
(579,244)
(583,320)
(579,385)
(579,367)
(576,370)
(614,213)
(400,243)
(401,243)
(579,246)
(662,181)
(355,217)
(578,249)
(581,247)
(579,367)
(579,367)
(576,370)
(614,213)
(405,243)
(407,248)
(620,248)
(665,187)
(363,217)
(578,249)
(580,246)
(611,216)
(667,377)
(579,366)
(620,213)
(404,242)
(401,243)
(571,249)
(665,187)
(355,217)
(578,249)
(579,244)
(611,216)
(571,364)
(667,377)
(656,374)
(622,214)
(400,243)
(407,248)
(578,249)
(656,182)
(364,216)
(578,249)
(572,243)
(623,214)
(478,326)
(613,217)
(487,309)
(580,245)
(572,364)
(572,242)
(397,244)
(399,424)
(363,213)
(570,248)
(407,248)
(459,213)
(397,245)
(407,248)
(399,249)
(622,216)
(486,182)
(483,252)
(622,216)
(398,244)
(622,216)
(570,248)
(407,248)
(399,249)
(622,216)
(579,366)
(619,397)
(611,216)
(659,304)
(573,243)
(358,212)
(401,243)
(407,248)
(399,249)
(622,216)
(581,367)
(615,395)
(581,367)
(657,304)
(657,304)
(580,246)
(576,246)
(320,304)
(589,199)
(568,246)
(530,333)
(584,325)
(568,246)
(572,243)
(581,245)
(660,303)
(575,249)
(486,181)
(568,246)
(530,334)
(583,323)
(657,304)
(658,303)
(361,429)
(361,429)
(570,248)
(572,243)
(320,304)
(483,188)
(559,369)
(657,304)
(657,304)
(319,461)
(319,461)
(361,429)
(581,245)
(581,245)
(320,304)
(568,246)
(530,333)
(593,322)
(657,304)
(319,461)
(657,304)
(658,311)
(361,429)
(579,244)
(674,243)
(320,304)
(568,246)
(530,333)
(593,322)
(657,304)
(319,461)
(657,304)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(459,429)
(579,248)
(320,304)
(407,248)
(484,183)
(573,243)
(570,365)
(357,395)
(656,429)
(611,216)
(492,127)
(225,308)
(362,395)
(398,244)
(361,111)
(228,304)
(477,301)
(486,182)
(743,303)
(668,200)
(483,487)
(615,213)
(656,308)
(665,308)
(665,427)
(741,308)
(611,216)
(741,308)
(582,261)
(303,341)
(111,323)
(655,186)
(665,186)
(655,186)
(655,186)
(573,371)
(580,244)
(577,364)
(486,182)
(751,308)
(577,243)
(407,248)
(579,244)
(409,245)
(572,243)
(407,248)
(573,364)
(655,308)
(570,248)
(573,243)
(409,245)
(579,248)
(487,188)
(407,248)
(580,365)
(579,367)
(573,364)
(574,364)
(571,365)
(455,245)
(579,244)
(580,244)
(397,259)
(580,246)
(407,248)
(571,365)
(655,308)
(570,248)
(579,244)
(400,246)
(573,243)
(579,244)
(571,364)
(486,182)
(572,243)
(407,248)
(580,246)
(409,245)
(573,243)
(486,189)
(407,248)
(569,244)
(572,243)
(579,366)
(486,182)
(573,243)
(407,248)
(405,248)
(571,244)
(409,245)
(581,245)
(407,248)
(579,367)
(572,242)
(569,244)
(409,245)
(577,243)
(407,248)
(210,264)
(573,364)
(581,245)
(573,243)
(405,248)
(532,299)
(656,429)
(622,218)
(484,121)
(753,306)
(613,395)
(484,121)
(460,228)
(356,213)
(399,249)
(362,395)
(658,432)
(611,216)
(484,121)
(747,411)
(570,248)
(580,246)
(657,304)
(358,212)
(399,249)
(362,395)
(658,431)
(611,216)
(492,127)
(571,244)
(570,248)
(356,213)
(616,212)
(362,395)
(656,429)
(611,216)
(486,121)
(225,310)
(362,395)
(406,246)
(482,126)
(407,248)
(743,303)
(656,182)
(568,246)
(530,334)
(657,304)
(713,306)
(661,305)
(485,426)
(572,243)
(580,246)
(493,186)
(313,303)
(579,244)
(495,184)
(320,304)
(568,245)
(577,243)
(656,305)
(255,359)
(579,367)
(579,248)
(495,184)
(320,304)
(572,243)
(581,245)
(485,188)
(656,305)
(579,367)
(577,243)
(581,439)
(580,369)
(580,245)
(580,246)
(313,303)
(580,245)
(495,184)
(433,309)
(573,242)
(580,245)
(658,303)
(568,359)
(579,367)
(581,245)
(488,186)
(320,304)
(577,243)
(666,308)
(577,243)
(487,188)
(487,188)
(493,186)
(487,188)
(589,199)
(487,188)
(493,186)
(568,246)
(614,350)
(531,338)
(485,310)
(657,304)
(657,304)
(655,308)
(581,245)
(577,243)
(320,304)
(487,188)
(568,246)
(535,273)
(530,333)
(496,311)
(657,304)
(657,304)
(816,309)
(580,246)
(572,243)
(320,304)
(485,187)
(568,246)
(530,334)
(486,309)
(657,304)
(657,304)
(573,243)
(492,182)
(486,182)
(486,182)
(485,183)
(486,182)
(487,182)
(486,182)
(486,182)
(487,182)
(486,182)
(493,183)
(486,182)
(486,182)
(568,246)
(657,304)
(319,461)
(658,304)
(361,429)
(579,248)
(573,243)
(320,304)
(568,246)
(535,273)
(530,333)
(583,323)
(657,304)
(319,461)
(657,304)
(361,429)
(601,246)
(570,248)
(490,188)
(407,308)
(568,246)
(573,243)
(442,516)
(589,199)
(580,246)
(657,304)
(486,182)
(579,242)
(483,307)
(655,301)
(655,301)
(578,243)
(575,240)
(318,301)
(566,243)
(528,330)
(484,306)
(655,301)
(653,302)
(653,305)
(578,243)
(575,240)
(314,300)
(566,243)
(533,270)
(528,330)
(486,308)
(655,301)
(483,185)
(655,301)
(575,240)
(571,240)
(483,185)
(483,184)
(503,181)
(483,184)
(491,183)
(491,183)
(488,185)
(483,184)
(490,127)
(583,198)
(491,183)
(491,183)
(491,183)
(503,181)
(312,301)
(318,301)
(318,301)
(318,301)
(310,302)
(318,301)
(318,301)
(318,301)
(318,301)
(318,301)
(310,306)
(318,301)
(318,301)
(312,301)
(318,301)
(318,301)
(568,246)
(657,304)
(664,304)
(579,244)
(647,247)
(320,304)
(487,188)
(568,246)
(488,186)
(572,242)
(502,187)
(580,246)
(657,304)
(486,182)
(391,226)
(391,226)
(391,226)
(391,226)
(391,226)
(391,226)
(391,226)
(391,226)
(391,226)
(391,226)
(391,226)
(568,246)
(530,333)
(530,333)
(659,304)
(660,303)
(579,244)
(580,246)
(485,188)
(320,304)
(568,246)
(530,333)
(486,309)
(658,303)
(657,304)
(570,248)
(579,244)
(485,187)
(312,305)
(529,338)
(657,304)
(657,304)
(570,248)
(577,243)
(487,186)
(495,184)
(495,184)
(495,184)
(495,184)
(495,184)
(491,187)
(495,184)
(495,184)
(495,184)
(495,184)
(486,185)
(487,186)
(495,184)
(572,242)
(495,184)
(657,304)
(572,243)
(570,248)
(582,261)
(572,242)
(495,184)
(570,248)
(579,244)
(581,245)
(657,304)
(572,242)
(495,184)
(573,243)
(579,248)
(570,248)
(657,304)
(575,249)
(572,242)
(495,184)
(674,255)
(579,248)
(579,244)
(657,304)
(572,242)
(495,184)
(570,248)
(570,248)
(580,246)
(665,305)
(579,248)
(572,242)
(495,184)
(572,243)
(585,239)
(627,244)
(658,304)
(579,248)
(572,242)
(495,184)
(581,245)
(570,248)
(570,248)
(575,249)
(611,216)
(445,445)
(363,213)
(321,430)
(321,430)
(321,430)
(321,430)
(482,427)
(478,392)
(481,391)
(481,391)
(481,391)
(481,391)
(482,391)
(481,402)
(472,402)
(635,367)
(451,379)
(481,343)
(483,487)
(612,397)
(0,0)
(0,0)
(0,0)
(0,0)
(622,216)
(521,427)
(227,303)
(227,304)
(658,187)
(277,236)
(155,180)
(622,216)
(747,303)
(743,303)
(743,303)
(743,303)
(364,396)
(322,429)
(227,303)
(492,188)
(315,181)
(491,120)
(700,159)
(746,302)
(666,428)
(363,400)
(316,303)
(364,397)
(322,429)
(227,303)
(308,409)
(430,226)
(134,188)
(743,304)
(743,309)
(743,309)
(741,308)
(741,308)
(741,308)
(741,308)
(741,308)
(741,308)
(741,308)
(741,308)
(744,309)
(732,308)
(741,308)
(901,308)
(741,308)
(510,280)
(530,334)
(657,304)
(664,322)
(655,308)
(572,243)
(573,243)
(320,304)
(577,243)
(527,336)
(657,304)
(657,304)
(569,244)
(577,243)
(320,304)
(493,186)
(568,246)
(528,335)
(657,304)
(657,304)
(655,308)
(580,245)
(589,240)
(484,186)
(584,201)
(487,188)
(493,186)
(484,186)
(485,187)
(484,186)
(485,192)
(490,188)
(493,186)
(487,188)
(490,188)
(484,186)
(573,243)
(572,243)
(579,367)
(486,182)
(573,243)
(407,248)
(405,248)
(580,244)
(397,247)
(577,243)
(407,248)
(573,364)
(655,308)
(656,308)
(655,308)
(655,308)
(669,320)
(669,299)
(655,308)
(655,308)
(655,308)
(581,245)
(530,334)
(573,243)
(580,245)
(657,304)
(486,182)
(568,246)
(530,334)
(657,304)
(582,189)
(657,304)
(579,248)
(580,246)
(490,188)
(320,304)
(619,277)
(580,246)
(657,304)
(657,304)
(573,243)
(573,243)
(321,305)
(483,187)
(568,246)
(527,336)
(658,304)
(657,304)
(657,304)
(657,304)
(657,304)
(657,304)
(657,304)
(802,304)
(657,304)
(483,187)
(657,304)
(572,243)
(579,244)
(320,304)
(568,246)
(507,401)
(572,243)
(577,243)
(660,303)
(486,182)
(468,300)
(568,246)
(530,334)
(657,304)
(580,199)
(657,304)
(655,308)
(577,243)
(572,243)
(312,305)
(568,246)
(529,334)
(530,334)
(530,334)
(529,334)
(530,334)
(530,334)
(530,334)
(530,334)
(530,334)
(484,308)
(405,248)
(573,242)
(407,248)
(573,364)
(579,243)
(590,241)
(405,248)
(579,244)
(485,188)
(407,248)
(573,364)
(573,243)
(570,263)
(578,244)
(666,380)
(484,183)
(655,308)
(579,248)
(407,248)
(580,244)
(397,247)
(579,248)
(585,239)
(573,243)
(577,243)
(585,239)
(577,243)
(580,245)
(572,243)
(580,246)
(579,248)
(577,243)
(572,243)
(580,246)
(580,246)
(484,186)
(407,248)
(573,364)
(573,243)
(573,243)
(405,248)
(572,243)
(407,248)
(573,364)
(655,308)
(594,222)
(657,304)
(657,305)
(637,242)
(579,244)
(484,186)
(320,304)
(568,246)
(527,339)
(657,304)
(531,338)
(657,304)
(319,461)
(658,304)
(106,456)
(106,456)
(106,456)
(739,244)
(573,243)
(490,188)
(320,304)
(568,246)
(530,334)
(657,304)
(319,461)
(657,304)
(361,429)
(577,243)
(577,243)
(320,304)
(568,246)
(530,334)
(657,304)
(319,461)
(319,461)
(361,429)
(361,429)
(361,429)
(361,429)
(577,243)
(579,244)
(486,188)
(320,304)
(485,187)
(568,246)
(530,334)
(657,304)
(319,461)
(665,305)
(361,429)
(579,248)
(573,243)
(320,304)
(568,246)
(530,334)
(657,304)
(319,461)
(665,305)
(361,429)
(361,429)
(361,429)
(361,429)
(361,429)
(361,429)
(577,243)
(579,244)
(320,304)
(485,187)
(579,262)
(405,248)
(580,245)
(571,364)
(486,182)
(570,248)
(407,248)
(569,244)
(405,248)
(579,244)
(407,248)
(573,364)
(655,308)
(573,243)
(579,262)
(405,248)
(573,242)
(485,187)
(407,248)
(573,364)
(570,248)
(580,245)
(405,248)
(397,247)
(675,257)
(655,308)
(465,309)
(486,182)
(579,248)
(407,248)
(580,245)
(401,249)
(580,246)
(407,248)
(577,243)
(485,310)
(573,364)
(655,308)
(504,299)
(580,245)
(571,244)
(571,244)
(577,364)
(486,182)
(573,243)
(407,248)
(579,262)
(405,248)
(571,244)
(465,314)
(486,182)
(579,244)
(400,259)
(572,243)
(657,304)
(706,308)
(487,188)
(319,461)
(657,304)
(573,243)
(579,248)
(320,304)
(568,246)
(530,334)
(657,304)
(319,461)
(319,461)
(657,304)
(575,246)
(573,243)
(493,186)
(315,305)
(568,246)
(530,334)
(657,304)
(319,461)
(657,304)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(529,419)
(673,308)
(361,429)
(572,243)
(580,245)
(485,310)
(577,243)
(407,248)
(573,364)
(655,308)
(580,246)
(579,243)
(405,248)
(405,248)
(580,246)
(493,307)
(659,425)
(322,429)
(321,430)
(321,430)
(360,401)
(402,364)
(322,429)
(363,212)
